,UK_B,US_B,JP_B,GE_B,CNY_FX,EUR_FX,GBP_FX,JPY_FX,GOLDS_C,EPRA_X,MXWD_X,NKY_X,SHCOMP_X,SPX_X,SX5E_X,UKX_X,ETH,LTC,DASH,XRP,BTC
2019-08-16,133.4486,125.5802,110.5338,130.3172,0.14199,1.109,1.2149,0.009402,1513.52,2354.71118,503.68,192.12279,400.9462,2888.68,3692.94849,8651.60742,185.68576000000002,74.93141999999999,94.11044,0.261258,10379.081
2019-08-19,133.2819,124.8813,110.4894,129.9759,0.14182999999999998,1.1078,1.2126,0.009378,1495.92,2372.30762,509.06,193.00882,408.90338,2923.65,3737.7793,8726.07813,200.42848,76.8025,96.14379,0.28269809999999995,10770.112
2019-08-20,133.64700000000002,125.5315,110.4778,130.3983,0.14163,1.11,1.217,0.009414,1507.2,2350.302,506.61,194.481,407.89749,2900.51,3718.42017,8671.83789,198.17406,75.72731999999999,94.170715,0.2745267,10829.239
2019-08-21,133.6618,125.1325,110.5316,130.2328,0.14157999999999998,1.1085,1.213,0.00938,1502.65,2377.36328,510.17,193.69254,407.79984,2924.43,3769.34644,8748.500979999999,185.12,72.80422,91.08980600000001,0.26401487,10079.889000000001
2019-08-22,132.8724,124.7701,110.5963,129.7784,0.14117000000000002,1.108,1.2251,0.009395,1498.06,2376.29102,508.91,193.79942,407.05225,2922.95,3738.70117,8734.87207,193.56583,73.999756,91.46337,0.27269506,10155.707
2019-08-23,133.06799999999998,125.8004,110.4974,130.1632,0.14092000000000002,1.1144,1.2266,0.009486,1526.96,2394.36157,500.94,196.47955,408.31805,2847.11,3714.021,8704.12109,193.7472,75.21931500000001,92.98294,0.2756,10355.872
2019-08-26,133.0699,125.62,110.8884,130.1734,0.13982999999999998,1.1102,1.2217,0.009423,1527.31,2381.4841300000007,502.43,190.92575,400.42609,2878.38,3720.56128,,188.43747,73.80945,91.444,0.27038682,10332.451
2019-08-27,134.0058,126.3342,110.7346,130.4212,0.13962,1.109,1.229,0.009456,1542.81,2409.43604,502.58,193.4747,405.20972,2869.16,3740.21045,8718.05664,185.79117,72.34704,90.80126,0.26896390000000003,10136.95
2019-08-28,134.7543,126.3977,110.8429,130.7191,0.13956,1.1078,1.2212,0.009422,1539.01,2396.66479,504.12,193.27501,403.85129,2887.94,3728.50439,8704.84766,174.12,67.1795,84.91250600000001,0.25782362,9748.6875
2019-08-29,134.9272,126.0642,110.9839,130.5533,0.13997,1.1057,1.2181,0.009388,1527.63,2380.23047,508.87,191.99521,404.63559,2924.58,3770.54297,8763.43359,168.99241999999998,63.693466,80.36162,0.25691795,9492.158000000001
2019-08-30,134.2572,126.0461,110.8628,130.6135,0.13973,1.0982,1.2156,0.009411,1520.38,2408.2509800000007,510.88,194.66313,403.2916,2926.46,3765.32397,8768.25488,168.2594,64.75,80.0,0.2554712,9589.0
2019-09-02,134.9155,126.0513,110.7965,130.4603,0.13943,1.097,1.2066,0.009414,1529.29,2395.85474,510.43,194.27351,407.71136,,3766.86938,8794.39941,178.0,66.82014000000001,81.61097,0.2619709,10363.011
2019-09-03,135.3268,126.313,110.9048,130.7207,0.1393,1.0974,1.2081,0.009439,1547.1,2388.07031,507.76,194.7975,408.1506,2906.27,3752.55176,8788.69531,179.44799999999998,70.577614,82.59249,0.26450524,10681.0
2019-09-04,133.8778,126.552,110.9258,130.1395,0.13994,1.1035,1.2253,0.009399,1552.55,2412.77539,513.64,194.25343,413.85559,2937.78,3804.88525,8925.58594,173.66238,66.6148,81.9451,0.2582595,10541.362
2019-09-05,132.453,125.3335,110.7829,129.1182,0.13989,1.1035,1.2334,0.00935,1519.05,2399.375,519.55,197.17543,417.67944,2976.0,3847.45728,8955.17285,174.75853,65.56411999999999,80.122635,0.25562382,10566.303999999998
2019-09-06,134.0174,125.4774,110.5636,129.5769,0.14053,1.1029,1.2283,0.009353,1506.82,2401.19385,520.83,198.40495,421.54688,2978.71,3856.94214,8949.26758,169.26568999999998,65.41444399999999,80.35,0.2502632,10326.938
2019-09-09,132.6161,124.5043,110.6065,128.8978,0.14040999999999998,1.1048,1.2346,0.009325,1499.13,2379.6142600000007,520.88,199.14452,424.69763,2978.43,3865.49219,8934.77832,182.25,70.1052,86.27563,0.25810885,10330.0
2019-09-10,132.3228,123.4301,110.3218,128.6211,0.1406,1.1043,1.235,0.009299,1485.78,2379.2583,520.95,199.07036,424.76163,2979.39,3863.23486,8973.01074,179.37985,70.289276,82.61022,0.2573284,10090.1
2019-09-11,132.2097,123.2671,110.0594,128.7311,0.14051,1.101,1.2326,0.009274,1497.2,2399.99927,524.65,200.40605,422.78192,3000.93,3870.9638700000014,9038.98535,178.09149,69.59815,82.0,0.25471961,10148.91
2019-09-12,132.2503,122.9137,110.1567,128.4047,0.14125,1.1065,1.2335,0.009251,1499.26,2399.50928,526.53,201.42192,428.17682,3009.57,3916.8103,9069.93262,180.96997,69.00882,84.70707,0.2541,10383.16
2019-09-13,130.7765,121.5402,109.6652,127.4025,0.14125,1.1073,1.2501,0.009251,1488.53,2412.38599,527.63,203.36931,,3007.39,3932.10181,9185.0127,180.12836000000001,68.245735,91.54921,0.25357574,10283.398000000001
2019-09-16,131.701,122.1975,109.6647,127.6983,0.1415,1.1001,1.2431,0.009248,1498.43,2380.88403,525.56,,428.84186,2997.96,3871.35059,9097.58398,197.18147,73.02415,94.0,0.262,10280.6
2019-09-17,131.6906,122.5815,109.599,127.6345,0.14101,1.1073,1.25,0.009248,1501.38,2423.45557,526.32,203.56514,419.93231,3005.7,3898.03491,9152.69629,211.76,75.3819,95.0,0.28700486,10228.619
2019-09-18,132.2027,122.7438,109.9238,128.017,0.14112,1.103,1.2472,0.009221,1494.0,2445.44287,526.31,203.02034,421.34616,3006.73,3903.07056,9127.20313,211.697,78.738174,98.2,0.3170889,10165.649
2019-09-19,132.2049,122.7275,110.3356,128.0028,0.14092000000000002,1.1041,1.2526,0.009255,1499.03,2454.30957,526.79,204.1909,422.65393,3006.79,3923.90186,9188.9043,219.94951,76.49835999999999,98.5,0.30135867,10199.91
2019-09-20,132.3991,123.5068,110.2805,128.1625,0.14101,1.1017,1.2478,0.009297,1516.9,2456.66333,525.57,204.66342,423.93884,2992.07,3931.02905,9170.13281,214.38777000000002,74.68281999999999,96.0002,0.28978917,10142.554
2019-09-23,133.6772,123.7046,110.2798,129.0526,0.14048,1.0993,1.2429,0.009298,1522.24,2446.38745,524.4,,418.21689,2991.78,3886.06885,9107.78223,201.96123,66.86555,87.67571,0.26955,9728.496
2019-09-24,133.718,124.5046,110.4967,129.2624,0.14052,1.102,1.2487,0.00934,1531.87,2459.07373,521.7,206.35764,419.49567,2966.6,3890.19995,9105.53809,168.31444,57.198055000000004,74.30787,0.23672518,8662.746
2019-09-25,133.7849,123.4872,110.6485,129.0728,0.14022,1.0943,1.2353,0.009279,1504.05,2446.78906,521.88,204.26855,414.40793,2984.87,3844.30884,9006.782229999999,169.60832,57.029804000000006,72.68678,0.24613629999999997,8427.2705
2019-09-26,133.7997,123.8205,110.5495,128.9583,0.1402,1.0921,1.2328,0.009273,1504.78,2480.98877,521.87,204.51016,410.6619,2977.62,3859.25977,9068.29199,166.54636000000002,55.57595,68.49746999999999,0.2445344,8104.3193
2019-09-27,134.19299999999998,124.0303,110.4397,128.8939,0.14039,1.094,1.2292,0.009262,1497.01,2484.61621,519.73,202.84535,411.65933,2961.79,3880.61108,9142.40723,172.27,55.735428000000006,71.11554,0.24038523,8175.3369999999995
2019-09-30,134.1161,124.1609,110.2318,128.8295,0.13989,1.0899,1.2289,0.009253,1472.49,2495.59863,520.65,201.16357,406.41107,2976.74,3891.77124,9104.69043,177.74832,55.636154000000005,69.63920999999999,0.25411865,8220.304
2019-10-01,134.4845,124.5196,109.5759,128.7651,0.13989,1.0933,1.2302,0.009281,1479.14,2486.480960000001,515.95,203.22444,,2940.25,3848.26196,9066.44238,176.24817,55.786590000000004,69.216225,0.25000963,8311.235999999999
2019-10-02,134.1058,124.9944,109.879,128.4261,0.13989,1.0959,1.2303,0.00933,1499.45,2451.56763,507.57,203.32938,,2887.61,3740.30518,8767.13477,178.07439,55.5944,69.19086999999999,0.25112975,8255.712
2019-10-03,134.2907,125.7144,110.1715,128.9086,0.13989,1.0965,1.2332,0.009354,1505.19,2463.15747,509.84,199.79161,,2910.63,3753.29736,8757.16406,174.83699,56.431686,69.12494000000001,0.24776196,8191.8945
2019-10-04,134.8702,125.975,110.3666,128.9938,0.13989,1.0979,1.2331,0.009352,1504.66,2482.64771,514.85,200.33873,,2952.01,3785.86621,8821.86816,176.44031999999999,56.557526,69.68656999999999,0.252211,8151.691999999999
2019-10-07,134.7794,125.5161,110.4639,128.8044,0.13989,1.0971,1.2293,0.009324,1493.5,2495.96362,514.28,199.52628,,2938.79,3812.46289,8864.90918,181.06128,57.440569999999994,70.88864000000001,0.27476203,8222.021999999999
2019-10-08,135.1768,125.8109,110.245,129.0514,0.13997,1.0957,1.2219,0.009338,1505.51,2468.97046,508.42,201.47252,407.81171,2893.06,3759.9021,8725.35742,180.5769,56.918564,71.0376,0.27730617,8194.067
2019-10-09,134.6235,125.3646,110.2662,128.5743,0.14021,1.0971,1.2206,0.009304,1505.57,2488.20459,511.21,199.4458,410.08035,2919.4,3798.97339,8745.280270000001,192.7779,59.254436,74.45421999999999,0.2814119,8556.689
2019-10-10,133.4337,124.3705,110.2764,127.735,0.14052,1.1005,1.2443,0.009262,1493.99,2497.30054,514.07,199.74031,414.20798,2938.13,3849.29565,8908.21191,191.7281,57.430454000000005,72.31782,0.27166376,8560.526
2019-10-11,131.3128,123.4003,110.0032,127.2604,0.14107999999999998,1.1042,1.2668,0.009225,1489.01,2565.04761,521.14,201.09659,419.52203,2970.27,3945.11865,9179.87598,180.96321,55.821667000000005,70.09785,0.26728067,8317.808
2019-10-14,132.9594,123.4062,110.0026,127.296,0.14149,1.1027,1.2608,0.009225,1493.21,2552.90454,520.63,,425.58762,2966.15,3922.55469,9067.30664,186.03796,56.684459999999994,71.18214,0.29491004,8335.065
2019-10-15,131.295,123.0637,109.8388,126.785,0.14121,1.1033,1.2787,0.009186,1481.01,2601.05322,525.25,203.99789,422.35675,2995.68,3966.79199,9199.16797,179.32051,54.353474,71.3365,0.2876531,8146.8276
2019-10-16,131.6396,123.3615,109.7186,126.4738,0.14097,1.1072,1.2832,0.009194,1490.13,2609.66406,525.27,206.79967,419.90948,2989.69,3988.32886,9208.66504,174.7785,52.39159,67.53336,0.28371423,8003.2095
2019-10-17,131.5149,123.2438,109.7181,126.5589,0.14129,1.1125,1.2891,0.009203,1491.87,2638.41968,526.92,206.89145,420.68188,2997.95,3992.69873,9228.5625,176.34428,54.79085500000001,68.82928000000001,0.29917377,8053.7163
2019-10-18,131.0992,123.3621,109.5763,126.4338,0.14121,1.1167,1.2984,0.009224,1490.05,2643.4082,525.25,207.45877,414.89206,2986.2,3993.90576,9245.68652,173.64886,53.3247,68.11729,0.29496568,7964.2
2019-10-21,130.585,122.8181,109.4781,125.9121,0.14132,1.115,1.296,0.009208,1484.5,2635.3291,528.49,207.67084,415.41739,3006.72,4014.80933,9295.53906,173.41763,54.643517,68.60509499999999,0.29155815,8182.4834
2019-10-22,131.41899999999998,123.1599,109.4777,126.2559,0.1413,1.1125,1.2872,0.009218,1487.68,2632.11694,527.76,,417.4563,2995.99,4016.12988,9340.1748,171.0073,53.33,67.13,0.28959182,8064.3184
2019-10-23,132.0823,123.222,109.5315,126.5629,0.14153,1.113,1.2912,0.0092,1492.12,2630.65039,528.42,208.16432,416.33557,3004.52,4011.22241,9348.20313,159.49722,49.063614,62.27644,0.26867345,7416.7007
2019-10-24,132.3659,123.1719,109.607,126.6975,0.14146,1.1104,1.2851,0.009206,1503.98,2609.50073,530.36,209.52846,416.02481,3010.29,4022.25562,9417.53418,160.88066,49.67256,62.607624,0.27632654,7449.6
2019-10-25,131.933,122.864,109.5088,126.2623,0.14153,1.108,1.2827,0.009202,1504.63,2591.96948,531.77,209.63416,418.2081,3022.55,4013.9707,9388.50586,180.0,56.513702,68.80741,0.2960348,8580.5
2019-10-28,131.2232,122.357,109.3889,125.7038,0.14148,1.11,1.2863,0.009177,1492.51,2601.87573,534.02,209.90701,421.63159,3039.42,4025.24097,9430.95898,183.52876,58.8667,72.75406,0.29826529999999996,9434.075
2019-10-29,131.2636,122.4632,109.1713,125.912,0.14153,1.1112,1.2862,0.009184,1487.72,2605.67017,534.29,210.92665,418.09506,3036.89,4023.41748,9393.6582,192.00652,60.255314,72.51711,0.30166033,9433.860999999999
2019-10-30,131.6716,123.1724,109.2793,125.9725,0.14174,1.1151,1.2902,0.009188,1495.66,2620.42139,535.18,209.80089,416.60587,3046.77,4024.67651,9432.51465,183.20186999999999,58.010082,72.7333,0.29533458,9216.0
2019-10-31,132.3752,124.1364,109.5063,126.5374,0.14207,1.1152,1.2942,0.009257,1512.99,2627.12329,534.41,212.32672,416.13593,3037.56,4017.47534,9377.22949,181.40582,58.157734,70.00312,0.2942515,9120.821
2019-11-01,131.8657,123.8245,109.9175,126.3133,0.1421,1.1166,1.2946,0.009244,1514.34,2625.05688,538.76,211.09256,420.35397,3066.91,4044.8186,9447.14063,182.73543,58.275517,71.611,0.2911763,9189.016
2019-11-04,131.3086,123.0974,109.9169,125.9159,0.14224,1.1128,1.2884,0.00921,1509.82,2634.73511,541.66,,423.2322400000001,3078.27,4083.4104,9506.90039,185.17596,61.211999999999996,72.64593,0.2984414,9359.1
2019-11-05,130.6923,122.2991,109.4369,125.4698,0.14265999999999998,1.1075,1.2884,0.009161,1483.61,2608.605960000001,541.6,213.06689,426.7746,3074.62,4069.17236,9509.19824,188.74309,63.12698,74.39538,0.30081737,9319.555
2019-11-06,130.9969,122.7501,108.9036,125.5426,0.14289000000000002,1.1066,1.2855,0.009176,1490.57,2613.28027,541.91,213.99284,425.62302,3076.78,4081.95972,9510.6123,191.1875,63.57824300000001,74.01,0.3083,9335.434000000001
2019-11-07,130.7223,121.5905,108.9033,124.7006,0.1433,1.105,1.2817,0.009151,1468.48,2592.48193,543.31,213.12067,426.84769000000006,3085.18,4092.54541,9491.31445,187.31916999999999,61.9191,72.12378000000001,0.29068879999999997,9237.831
2019-11-08,130.3483,121.3552,108.6212,124.712,0.14294,1.1018,1.2774,0.009147,1459.0,2578.41553,543.24,214.23088,423.69107,3093.08,4077.0144,9399.40039,184.71535,60.57773,70.04507,0.27719240000000006,8804.084
2019-11-11,130.1134,121.3617,108.7075,124.6252,0.14264000000000002,1.1033,1.2855,0.00917,1455.86,2591.5376,542.0,214.01431,415.08807,3087.01,4080.91968,9423.03711,185.6249,61.996925,70.27577,0.27448979999999995,8723.714
2019-11-12,130.0039,121.6096,108.2303,124.5875,0.1427,1.1009,1.2845,0.009173,1456.32,2586.25269,542.95,215.60188,415.93387,3091.84,4087.5034200000014,9470.48242,186.58,61.1777,70.17528,0.27173853,8772.62
2019-11-13,130.644,121.9907,108.5212,125.2111,0.14238,1.1007,1.2851,0.009189,1463.58,2587.8447300000007,541.88,214.23859,413.63986,3094.04,4069.08008,9438.9541,187.64023999999998,60.907646,69.67243,0.27275345,8767.280999999999
2019-11-14,131.1879,122.651,108.7693,125.7624,0.14243,1.1022,1.2882,0.009224,1471.4,2609.17261,541.14,213.60117,414.46417,3096.63,4064.33081,9392.3457,185.00099999999998,59.242313,68.9286,0.2682614,8665.096
2019-11-15,131.0767,122.5235,108.7257,125.6502,0.14269,1.1051,1.2897,0.009192,1468.21,2629.96777,545.23,214.2243,412.55392,3120.46,4102.81348,9427.36523,181.01,57.75305600000001,68.2,0.26217553,8513.567
2019-11-18,130.8774,122.7859,108.9092,125.6491,0.14232999999999998,1.1072,1.2953,0.009202,1471.51,2670.81738,546.06,215.6438,414.06204,3122.03,4105.79248,9475.89453,178.7081,56.22606700000001,64.591515,0.25281970000000004,8219.59
2019-11-19,130.9177,123.0827,108.9414,125.7465,0.1423,1.1078,1.2926,0.009213,1472.46,2669.87842,546.17,214.6788,417.49545,3120.18,4096.1582,9467.47656,175.9188,55.086999999999996,65.60118,0.2546,8133.53
2019-11-20,131.0085,123.673,109.1358,125.8809,0.14213,1.1073,1.2924,0.009207,1471.61,2646.11963,543.76,213.27225,413.74869,3108.46,4076.94995,9384.58984,175.07,55.02,63.67098000000001,0.25029653,8088.9873
2019-11-21,130.6458,123.2844,109.1463,125.5462,0.14226,1.1059,1.2914,0.009207,1464.41,2621.91992,542.35,212.12209,413.07642,3103.54,4070.80786,9340.625,160.65,50.61005,60.37389,0.24242453,7621.0
2019-11-22,131.2527,123.2792,108.8856,125.9509,0.14206,1.1021,1.2834,0.009204,1461.93,2611.64063,543.33,212.66911,409.88861,3110.29,4064.90161,9398.83203,149.19992,47.317696000000005,54.922565000000006,0.22927034,7249.031
2019-11-25,131.3944,123.3526,108.8961,125.8756,0.14212,1.1014,1.29,0.009181,1455.26,2627.61646,547.17,213.77396,413.01929,3133.64,4080.67261,9533.07813,146.7785,46.179375,50.329887,0.22035137,7204.599
2019-11-26,132.0447,123.6288,109.004,126.1331,0.14218,1.1021,1.2866,0.009169,1461.39,2658.17822,547.71,214.27686,413.31628,3140.52,4083.51611,9521.91895,147.892,46.99608,50.175232,0.22013305,7135.7793
2019-11-27,131.6009,123.2855,109.1552,126.0824,0.14227,1.0999,1.2921,0.009129,1454.44,2658.46899,549.68,214.18048,413.03101,3153.63,4084.13501,9572.52832,152.8154,47.590897,50.74479,0.22526316,7516.576999999999
2019-11-28,131.6795,123.2915,108.9379,125.9947,0.14214000000000002,1.1009,1.2912,0.009131,1456.27,2665.26807,549.34,213.74306,410.74197,,4077.8916,9570.16113,150.23,46.75,52.10745,0.22276565,7380.9785
2019-11-29,131.4152,123.2077,108.8077,125.833,0.14219,1.1018,1.2925,0.009133,1463.98,2659.39453,546.7,212.92422,408.3811,3140.98,4079.86377,9500.53223,153.52884,48.63024,56.38174,0.22942739999999998,7723.8677
2019-12-02,130.7982,122.654,108.5366,124.9032,0.14206,1.1079,1.2939,0.009176,1462.44,2637.3562,543.37,215.78778,408.53592,3113.87,4016.52588,9423.63477,149.29997,45.701546,51.697548,0.2209585,7325.143
2019-12-03,131.4821,123.8927,108.2226,125.6983,0.14162,1.1082,1.2995,0.009205,1477.61,2644.23291,540.39,215.42256,408.5281700000001,3093.2,4003.86572,9312.11523,147.56816,44.952090000000005,51.31,0.2203,7303.116
2019-12-04,130.8141,123.3004,108.4166,125.438,0.14185,1.1078,1.3104,0.009185,1474.59,2654.00073,542.95,212.52278,408.24915,3112.76,4054.57007,9410.46582,145.58,44.769737,50.539062,0.214869,7212.085
2019-12-05,130.327,122.9923,108.4488,125.1164,0.14195,1.1104,1.3157,0.009194,1476.0,2667.19897,544.0,214.37198,411.57578,3117.43,4051.24829,9391.9834,147.74783,44.830254,49.99449,0.221554,7395.7773
2019-12-06,130.4173,122.5628,108.1241,124.9677,0.14214000000000002,1.106,1.314,0.009209,1460.17,2688.84131,548.12,215.01013,413.91467,3145.91,4081.88184,9507.8457,148.47511,45.297684000000004,52.35875,0.22592077,7502.8
2019-12-09,130.4701,122.6915,108.0593,125.1755,0.14206,1.1064,1.3147,0.009211,1461.68,2692.56738,547.45,215.61333,414.02951,3135.96,4060.32935,9511.13184,147.19398,44.424824,51.05777,0.22279236,7335.3433
2019-12-10,130.0974,122.5417,108.1563,125.0884,0.14215999999999998,1.1092,1.3156,0.009197,1464.39,2698.78638,546.74,215.2859,414.72726,3132.52,4070.90259,9509.89941,145.78325,44.013709999999996,50.17068,0.22255565,7237.4854
2019-12-11,130.2624,123.0944,107.9294,125.3208,0.14207,1.113,1.3196,0.009212,1474.88,2681.45776,548.4,215.21631,415.47095,3141.63,4090.11963,9505.24414,143.07668999999999,43.511955,49.624829999999996,0.22043397,7201.204000000001
2019-12-12,129.7164,121.9193,108.1555,124.6656,0.14321,1.113,1.3161,0.009149,1469.8,2660.28955,552.19,214.37549,417.42874,3168.57,4117.75488,9534.79199,144.7113,43.640465,49.994747,0.21876831,7200.3193
2019-12-13,129.8684,122.7677,108.1662,124.8365,0.14303,1.1121,1.3331,0.009146,1476.33,2692.81763,555.38,219.75027000000003,424.32968,3168.8,4147.45752,9796.25293,144.59184,44.23765,50.37373,0.22007573,7244.536999999999
2019-12-16,129.5978,122.1176,108.1769,124.811,0.14301,1.1144,1.3332,0.009128,1476.18,2727.05981,559.17,218.50346,426.79303,3191.45,4203.96436,10019.88574,132.5305,40.120388,46.52172,0.20553376,6894.536
2019-12-17,130.3346,122.1239,108.0365,124.9452,0.14282,1.115,1.3131,0.009133,1476.22,2701.52734,559.9,219.86223,432.18207,3192.52,4176.73633,9881.44531,120.93021999999999,36.790440000000004,40.932602,0.18127520000000003,6586.935
2019-12-18,130.0874,121.7105,108.1011,124.4639,0.14285,1.1114,1.3078,0.009126,1475.4,2699.472660000001,559.61,218.35991,431.09866,3191.14,4157.02002,9865.56348,133.88123000000002,41.439003,45.23505,0.19785067,7424.7
2019-12-19,129.7414,121.805,107.9608,124.2297,0.14282,1.1122,1.3009,0.009144,1478.8,2716.66943,561.0,218.52257000000003,430.8125,3205.37,4159.82666,9875.50391,127.32311999999999,39.514782000000004,43.109159999999996,0.1884857,7151.2
2019-12-20,130.0926,121.7784,107.8099,124.4004,0.14273,1.1079,1.2999,0.009134,1478.22,2716.03369,563.0,217.46375,428.93372,3221.22,4180.27441,9873.14746,128.13289,40.2968,43.42011,0.19598465,7184.0586
2019-12-23,130.1952,121.6417,107.8422,124.3138,0.1427,1.1089,1.2936,0.009142,1485.79,2723.62793,563.43,217.76314,422.85144,3224.01,4188.69385,9860.35156,127.27467,40.645004,42.671337,0.18947843,7300.6523
2019-12-24,130.19799999999998,121.9565,107.8638,124.3375,0.14281,1.1089,1.2944,0.009141,1499.41,2730.74146,563.5,217.80989,425.96341,3223.38,4185.04346,9896.72559,128.055,40.489746000000004,41.95836,0.19074611,7238.352
2019-12-25,130.2007,121.9628,108.1757,124.3367,0.14307,1.1093,1.2961,0.009141,1499.84,2732.46558,563.38,217.55278,426.62903,,,,125.36058,40.314594,41.073566,0.18907654,7215.460999999999
2019-12-26,130.2035,122.0355,108.1001,124.336,0.14292,1.1098,1.2993,0.009121,1511.53,2735.45728,565.45,218.23334,429.81235,3239.91,,,125.48646000000001,40.045715,40.019529999999996,0.18912844,7196.601
2019-12-27,130.4187,122.252,108.0677,124.4333,0.14294,1.1177,1.3078,0.009136,1510.56,2787.72388,566.84,217.73584,429.86795,3240.02,4230.09082,10009.46777,126.30851000000001,40.805458,39.641262,0.18909360000000003,7237.6669999999995
2019-12-30,129.1509,122.1143,108.2077,123.5828,0.14313,1.1199,1.3113,0.009185,1515.16,2780.89966,564.38,217.25246,435.10965,3221.29,4202.40967,9953.45117,132.57619,42.536915,42.6,0.19413647,7275.8
2019-12-31,129.5121,121.7673,108.2077,123.6311,0.14361,1.1213,1.3257,0.009205,1517.27,2791.46191,565.24,,438.02222,3230.78,4205.42871,10003.53809,129.17252,41.329227,41.199207,0.19206896,7204.569
2020-01-01,129.5151,121.7737,108.2076,123.6306,0.14361,1.1212,1.3254,0.009195,1517.29,,565.24,,,,,,130.29712,41.50443,41.874817,0.19328648,7197.794
2020-01-02,129.9524,122.2547,108.2075,124.106,0.14359,1.1172,1.3145,0.009211,1529.13,2789.33887,569.75,,443.00824000000006,3257.85,4237.04932,9988.24805,127.392525,39.469440000000006,40.270164,0.18814988,6974.5464
2020-01-03,130.61700000000002,123.2291,108.2074,124.7772,0.14356,1.1161,1.3083,0.00925,1552.2,2797.53589,566.79,,442.66565,3234.85,4215.60889,9976.19727,133.11113,41.737144,43.622425,0.1925221,7299.1
2020-01-06,130.3689,123.0783,108.2828,124.8991,0.14334000000000002,1.1197,1.3171,0.009228,1565.74,2783.41284,566.38,214.16576,441.93893,3246.28,4200.94629,9969.14746,143.08553999999998,45.66574,55.53680799999999,0.21897946,7711.3022
2020-01-07,130.0717,122.883,108.045,124.7998,0.14395,1.1153,1.3126,0.009222,1574.37,2781.60474,566.15,217.18765,446.84982,3237.18,4188.93213,9942.9502,142.21132,46.13122,53.969390000000004,0.21282934,8048.272
2020-01-08,129.9373,122.5436,108.1419,124.4914,0.14390999999999998,1.1105,1.3097,0.009164,1556.42,2749.33691,566.82,212.69258,441.90906,3253.05,4194.33203,9926.94531,140.48276,45.45616,52.2811,0.20782772,8075.64
2020-01-09,129.6293,122.5943,108.0232,123.9494,0.14426,1.1106,1.3067,0.00913,1552.32,2741.22485,570.65,216.78267,446.45663,3274.7,4215.32471,9923.9043,137.5878,44.56915,50.50728,0.20399821,7814.297
2020-01-10,130.1045,122.9794,108.0231,124.1689,0.14452,1.1121,1.3064,0.009136,1562.34,2739.09277,570.45,217.85321,446.79184,3265.35,4214.7041,9911.25,142.864,48.53353,55.778862,0.20915516,8089.2519999999995
2020-01-13,130.4321,122.7622,108.0231,123.6646,0.14506,1.1134,1.2989,0.009095,1547.88,2751.96997,573.33,,451.93799,3288.13,4210.56348,9899.07129,143.91096000000002,49.610703,69.90509,0.2115408,8115.5273
2020-01-14,130.8111,123.0922,107.8505,123.8107,0.14525,1.1128,1.3019,0.009091,1546.39,2757.61621,573.37,218.21227,451.31683,3283.15,4201.81885,9925.82422,163.88007,58.179726,86.706726,0.23481034,8737.869
2020-01-15,131.7481,123.4571,107.8828,124.1767,0.1451,1.115,1.3038,0.009099,1556.25,2765.67773,573.76,217.6411,448.47507,3289.29,4205.4057600000015,9960.86133,166.70427,58.99,139.28021,0.2368721,8857.846
2020-01-16,131.8395,123.2048,107.8828,124.3107,0.14531,1.1137,1.308,0.009077,1552.51,2785.75439,576.89,217.27762,446.59988,3316.81,4202.50488,9949.06543,164.1174,57.796436,128.00151,0.22931996,8721.374
2020-01-17,131.9182,122.9421,108.0013,124.3099,0.14578,1.1092,1.3016,0.009078,1557.24,2791.05005,579.24,218.2791,447.84647,3329.62,4223.74121,9995.34668,171.90163,62.096153,114.28747,0.24145994,8941.1455
2020-01-20,131.7041,122.9483,107.9366,124.3214,0.14562999999999998,1.1095,1.301,0.009076,1560.77,2782.00635,579.07,218.58331,450.82745,,4210.84473,9946.87207,167.45195,57.31055,111.84177,0.23424248,8657.028
2020-01-21,131.9864,123.6044,108.055,124.749,0.14503,1.1082,1.305,0.009101,1558.17,2784.58008,576.69,217.10844,442.89142,3320.79,4202.89209,9928.91895,169.34517,57.49669599999999,109.60252,0.2381152,8723.9
2020-01-22,131.9632,123.6442,108.0334,124.8953,0.14515,1.1093,1.3142,0.009104,1558.78,2797.33032,577.29,218.72531,444.24423,3321.75,4179.18896,9941.17383,167.58095,57.994021999999994,107.55291000000001,0.2357571,8657.292
2020-01-23,132.5405,124.0115,108.238,125.3848,0.14482,1.1055,1.3123,0.009133,1562.94,2790.88574,575.74,217.58815,430.95615,3325.54,4129.59277,9842.55566,162.99867,54.19,101.68054000000001,0.22622903,8403.071
2020-01-24,132.8511,124.5509,108.2595,125.6419,0.14485,1.1025,1.3073,0.009151,1571.53,2815.03882,573.29,217.9581,,3295.47,4167.27979,9921.70313,163.09088,54.674717,100.94804,0.22212465,8465.859
2020-01-27,133.5895,125.5643,108.4966,126.3774,0.1447,1.1019,1.3057,0.009183,1582.06,2765.72339,564.02,214.14099,,3243.63,4051.14087,9678.65527,170.25534,58.530730000000005,113.03777,0.23111582,8906.1875
2020-01-28,133.1375,125.04,108.4208,126.0421,,1.1022,1.3028,0.009162,1567.17,2767.48657,567.4,212.73445,,3276.24,4094.48926,9724.14941,173.69102,59.63941,114.48619,0.2373,9140.667
